id,Chemical Name,LogP (Partition coefficient),LogS (water solubility of the ingredient),Molecular weight,Density,Chemical formula,Structure,Synonyms,Functionalities
154,Ammonium Benzoate,,,,,,,
155,Ammonium Bicarbonate,,,,,,,
156,Ammonium Bisulfite,,,,,,,
157,Ammonium Carbamate,,,,,,,
158,Ammonium Carbonate,,,,,,,
159,Ammonium Chloride,,,,,,,
160,Ammonium Cocoyl Isethionate,,,,,,,
161,Ammonium Cumenesulfonate,,,,,,,
162,Ammonium Fluoride,,,,,,,
163,Ammonium Glycolate,,,,,,,
164,Ammonium Glycyrrhizate,,,,,,,
165,Ammonium Hydroxide,,,,,,,
166,Ammonium Iodide,,,,,,,
167,Ammonium Isostearate,,,,,,,
168,Ammonium Lactate,,,,,,,
169,Ammonium Lactate,,,,,,,
170,Ammonium Lauryl Sulfate,,,,,,,
171,Ammonium Lauryl Sulfosuccinate,,,,,,,
172,Ammonium Myreth Sulfate,,,,,,,
173,Ammonium Myristyl Sulfate,,,,,,,
174,Ammonium Nonoxynol-4 Sulfate,,,,,,,
175,Ammonium Nonoxynol-30 Sulfate,,,,,,,
176,Ammonium Oleate,,,,,,,
177,Ammonium Oleate,,,,,,,
178,Ammonium Oleate,,,,,,,
179,Ammonium Persulfate,,,,,,,
180,Ammonium Phenolsulfonate,,,,,,,
181,Ammonium Polyacrylate,,,,,,,
182,Ammonium Propionate,,,,,,,
183,Ammonium Stearate,,,,,,,
184,Ammonium Sulfate,,,,,,,
185,Ammonium Thioglycolate,,,,,,,
186,Ammonium Thiolactate,,,,,,,
187,Ammonium Xylenesulfonate,,,,,,,
188,Ammonium Xylenesulfonate,,,,,,,
189,Amyl Acetate,,,,,,,
190,Amyl Benzoate,,,,,,,
191,Amyl Cinnamal,,,,,,,
192,Amyl Salicylate,,,,,,,
193,Amylodextrin,,,,,,,
194,Amylopectin,,,,,,,
195,Anethole,,,,,,,
196,Aqua,,,,,,,
197,Arachidic Acid,,,,,,,
198,Arachidonic Acid,,,,,,,
199,Arachidyl Alcohol,,,,,,,
200,Arachidyl Behenate,,,,,,,
201,Arachidyl Glycol,,,,,,,
202,Arachidyl Propionate,,,,,,,
203,Arbutin,,,,,,,
204,Argilla,,,,,,,
205,Arginine,,,,,,,
206,Arginine Aspartate,,,,,,,
207,Arginine Glutamate,,,,,,,
208,Arginine Hcl,,,,,,,
209,Arginine Hexyldecyl Phosphate,,,,,,,
210,Arginine Pca,,,,,,,
211,Ascorbic Acid,,,,,,,
212,Ascorbyl Dipalmitate,,,,,,,
213,Ascorbyl Dipalmitate,,,,,,,
214,Ascorbyl Palmitate,,,,,,,
215,Ascorbyl Stearate,,,,,,,
216,Asiatic Acid,,,,,,,
217,Asparagine,,,,,,,
218,Aspartame,,,,,,,
219,Azelaic Acid,,,,,,,
220,Azulene,,,,,,,
221,Bakuchiol,,,,,,,
222,Barium Sulfate,,,,,,,
223,Barium Sulfide,,,,,,,
224,Basic Blue 3,,,,,,,
225,Basic Blue 6,,,,,,,
226,Basic Blue 7,,,,,,,
227,Basic Blue 9,,,,,,,
228,Basic Blue 26,,,,,,,
229,Basic Blue 41,,,,,,,
230,Basic Blue 47,,,,,,,
231,Basic Blue 99,,,,,,,
232,Basic Brown 4,,,,,,,
233,Basic Brown 16,,,,,,,
234,Basic Brown 17,,,,,,,
235,Basic Green 1,,,,,,,
236,Basic Orange 1,,,,,,,
237,Basic Orange 2,,,,,,,
238,Basic Red 2,,,,,,,
239,Basic Red 22,,,,,,,
240,Basic Red 22,,,,,,,
241,Basic Red 46,,,,,,,
242,Basic Red 76,,,,,,,
243,Basic Red 118,,,,,,,
244,Basic Violet 4,,,,,,,
245,Basic Violet 14,,,,,,,
246,Basic Yellow 11,,,,,,,
247,Basic Yellow 28,,,,,,,
248,Basic Yellow 57,,,,,,,
249,Batyl Alcohol,,,,,,,
250,Batyl Stearate,,,,,,,
251,Behenamide,,,,,,,
252,Behenamide Dea,,,,,,,
253,Behenamide Mea,,,,,,,
254,Behenamidopropyl Betaine,,,,,,,
255,Behenamidopropyl Dimethylamine,,,,,,,
256,Behenamidopropyl Dimethylamine Behenate,,,,,,,
257,Behenamidopropyl Dimethylamine Lactate,,,,,,,
258,Behenamidopropyl Ethyldimonium Ethosulfate,,,,,,,
259,Behenamidopropyl Pg-Dimonium Chloride,,,,,,,
260,Behenamine Oxide,,,,,,,
261,Beheneth-5,,,,,,,
262,Beheneth-20,,,,,,,
263,Beheneth-25,,,,,,,
264,Beheneth-30,,,,,,,
265,Behenic Acid,,,,,,,
266,Behenoyl Pg-Trimonium Chloride,,,,,,,
267,Behentrimonium Chloride,,,,,,,
268,Behentrimonium Methosulfate,,,,,,,
269,Behenyl Alcohol,,,,,,,
270,Behenyl Behenate,,,,,,,
271,Behenyl Benzoate,,,,,,,
272,Behenyl Betaine,,,,,,,
273,Behenyl Erucate,,,,,,,
274,Behenyl Hydroxyethyl Imidazoline,,,,,,,
275,Behenyl Isostearate,,,,,,,
276,Benzaldehyde,,,,,,,
277,Benzalkonium Bromide,,,,,,,
278,Benzalkonium Saccharinate,,,,,,,
279,Benzalphthalide,,,,,,,
280,"1,2,4-Benzenetriacetate",,,,,,,
281,Benzethonium Chloride,,,,,,,
282,Benzisothiazolinone,,,,,,,
283,Benzoic Acid,,,,,,,
284,Benzophenone,,,,,,,
285,Benzophenone-1,,,,,,,
286,Benzophenone-2,,,,,,,
287,Benzophenone-3,,,,,,,
288,Benzophenone-4,,,,,,,
289,Benzophenone-5,,,,,,,
290,Benzophenone-6,,,,,,,
291,Benzophenone-7,,,,,,,
292,Benzophenone-8,,,,,,,
293,Benzophenone-9,,,,,,,
294,Benzophenone-10,,,,,,,
295,Benzophenone-11,,,,,,,
296,Benzophenone-12,,,,,,,
297,Benzotriazole,,,,,,,
298,Benzoxiquine,,,,,,,
299,Benzoxonium Chloride,,,,,,,
300,Benzyl Acetate,,,,,,,
301,Benzyl Alcohol,,,,,,,
302,Benzyl Benzoate,,,,,,,
303,Benzyl Cinnamate,,,,,,,
304,Benzyl Cinnamate,,,,,,,
305,Benzyl Cinnamate,,,,,,,
306,Benzyl Laurate,,,,,,,
307,Benzyl Nicotinate,,,,,,,
308,Benzyl Salicylate,,,,,,,
309,Benzyl Triethyl Ammonium Chloride,,,,,,,
310,Benzylhemiformal,,,,,,,
311,3-Benzylidene Camphor,,,,,,,
312,Benzylidene Camphor Sulfonic Acid,,,,,,,
313,Benzylidene Camphor Sulfonic Acid,,,,,,,
314,Benzylparaben,,,,,,,
315,Berberine Chloride,,,,,,,
316,Beta Vulgaris,,,,,,,
317,Beta-Carotene,,,,,,,
318,Betaine,,,,,,,
319,Beta-Sitosterol,,,,,,,
320,Beta-Sitosteryl Acetate,,,,,,,
321,Bht,,,,,,,
322,Biotin,,,,,,,
323,Bisabolol,,,,,,,
324,Bisabolol,,,,,,,
325,Bisabolol,,,,,,,
326,Bisabolol,,,,,,,
327,Bisabolol,,,,,,,
328,"1,3-Bis-(2,4-Diaminophenoxy)Propane",,,,,,,
329,Bismuth Citrate,,,,,,,
330,Bismuth Oxychloride,,,,,,,
331,Bisphenylhexamethicone,,,,,,,
332,Bixa Orellana Extract,,,,,,,
333,Boric Acid,,,,,,,
334,Bornelone ,,,,,,,
335,Boron Nitride,,,,,,,
336,Brilliant Black 1,,,,,,,
337,Bromochlorophene,,,,,,,
338,Bromocinnamal,,,,,,,
339,Bromocresol Green,,,,,,,
340,"5-Bromo-5-Nitro-1,3-Dioxane",,,,,,,
341,Bromothymol Blue,,,,,,,
342,Bumetrizole,,,,,,,
343,Butadiene Acrylonitrile Copolymer,,,,,,,
344,Butane,,,,,,,
345,Butoxydiglycol,,,,,,,
346,Butoxyethanol,,,,,,,
347,Butoxyethyl Acetate,,,,,,,
348,Butoxyethyl Nicotinate,,,,,,,
349,Butoxypropanol,,,,,,,
350,Butyl Acetate,,,,,,,
351,Butyl Acetyl Ricinoleate,,,,,,,
352,Butyl Benzoate,,,,,,,
353,Butyl Ester Of Pvm Ma Copolymer,,,,,,,
354,Butyl Isostearate,,,,,,,
355,Butyl Lactate,,,,,,,
356,Butyl Methacrylate,,,,,,,
357,Butyl Methoxydibenzoylmethane,,,,,,,
358,Butyl Myristate,,,,,,,
359,Butyl Oleate,,,,,,,
360,Butyl Phthalyl Butyl Glycolate,,,,,,,
361,Butyl Stearate,,,,,,,
362,Butyl Thioglycolate,,,,,,,
363,Butylated Polyoxymethylene Urea,,,,,,,
364,Butyloctanoic Acid,,,,,,,
365,Butyloctanol,,,,,,,
366,Butyloctyl Benzoate,,,,,,,
367,Butyloctyl Oleate,,,,,,,
368,Butyloctyl Salicylate,,,,,,,
369,Butylparaben,,,,,,,
370,Butyrolactone,,,,,,,
371,C7-8 Isoparaffin,,,,,,,
372,C9-11 Isoparaffin,,,,,,,
373,C10-13 Isoparaffin,,,,,,,
374,C12-13 Alcohols,,,,,,,
375,C12-14 Isoparaffin,,,,,,,
376,C12-15 Alkyl Benzoate,,,,,,,
377,C12-15 Alkyl Lactate,,,,,,,
378,C12-16 Alcohols,,,,,,,
379,C13-16 Isoparaffin,,,,,,,
380,C18-70 Isoparaffin,,,,,,,
381,C24-28 Olefin,,,,,,,
382,Caffeine,,,,,,,
383,Caffeine Benzoate,,,,,,,
384,Calamine,,,,,,,
385,Calcium Acetate,,,,,,,
386,Calcium Alginate,,,,,,,
387,Calcium Alginate,,,,,,,
388,Calcium Aspartate,,,,,,,
389,Calcium Aspartate,,,,,,,
390,Calcium Aspartate,,,,,,,
391,Calcium Behenate,,,,,,,
392,Calcium Benzoate,,,,,,,
393,Calcium Carbonate,,,,,,,
394,Calcium Chloride,,,,,,,
395,Calcium Citrate,,,,,,,
396,Calcium Cyclamate,,,,,,,
397,Calcium Dihydrogen Phosphate,,,,,,,
398,Calcium Disodium Edta,,,,,,,
399,Calcium Disodium Edta,,,,,,,
400,Calcium Disodium Edta,,,,,,,
401,Calcium Disodium Edta,,,,,,,
402,Calcium Disodium Edta,,,,,,,
403,Calcium Fluoride,,,,,,,
404,Calcium Glucoheptonate,,,,,,,
405,Calcium Glucoheptonate,,,,,,,
406,Calcium Glucoheptonate,,,,,,,
407,Calcium Gluconate,,,,,,,
408,Calcium Glycerophosphate,,,,,,,
409,Calcium Hydroxide,,,,,,,
410,Calcium Lactate,,,,,,,
411,Calcium Laurate,,,,,,,
412,Calcium Lignosulfonate,,,,,,,
413,Calcium Lignosulfonate,,,,,,,
414,Calcium Monofluorophosphate,,,,,,,
415,Calcium Montanate,,,,,,,
416,Calcium Myristate,,,,,,,
417,Calcium Oxide,,,,,,,
418,Calcium Pantetheine Sulfonate,,,,,,,
419,Calcium Pantothenate,,,,,,,
420,Calcium Pantothenate,,,,,,,
421,Calcium Pantothenate,,,,,,,
422,Calcium Pantothenate,,,,,,,
423,Calcium Paraben,,,,,,,
424,Calcium Peroxide,,,,,,,
425,Calcium Phosphate,,,,,,,
426,Calcium Propionate,,,,,,,
427,Calcium Pyrophosphate,,,,,,,
428,Calcium Saccharin,,,,,,,
429,Calcium Salicylate,,,,,,,
430,Calcium Sorbate,,,,,,,
431,Calcium Stearate,,,,,,,
432,Calcium Stearoyl Lactylate,,,,,,,
433,Calcium Sulfate,,,,,,,
434,Calcium Tartarate,,,,,,,
435,Calcium Thioglycolate,,,,,,,
436,Calcium Titanate,,,,,,,
437,Calcium Undecylenate,,,,,,,
438,Calcium Undecylenate,,,,,,,
439,Calcium Xylenesulfonate,,,,,,,
440,Camelia Oleifera Extract,,,,,,,
441,Camphor,,,,,,,
442,Camphor Benzalkonium Methosulfate,,,,,,,
443,Camphylcyclohexanol,,,,,,,
444,Capramide Dea,,,,,,,
445,Capric Acid,,,,,,,
446,Caproic Acid,,,,,,,
447,Caproyl Sphingosine,,,,,,,
448,Capryl Hydroxyethyl Imidazoline,,,,,,,
449,Capryleth-9 Carboxylic Acid,,,,,,,
450,Caprylic Acid,,,,,,,
451,Caprylic Alcohol,,,,,,,
452,Caprylic Capric Triglyceride,,,,,,,
453,Caprylic Capric Lauric Triglyceride,,,,,,,
454,Capryloyl Glycine,,,,,,,
455,Capryloyl Salicylic Acid,,,,,,,
456,Caprylyl Glycol,,,,,,,
457,Caprylyl Hydroxyethyl Imidazoline,,,,,,,
458,Caprylyl Pyrrolidone,,,,,,,
459,Capsanthin Capsorubin,,,,,,,
460,Caramel,,,,,,,
461,Carbocysteine,,,,,,,
462,Carbomer,,,,,,,
463,Carbon Dioxide,,,,,,,
464,Carboxymethyl Chitosan,,,,,,,
465,Carboxymethyl Chitosan,,,,,,,
466,Carboxymethyl Isostearamidopropyl Morpholine,,,,,,,
467,Carnitine,,,,,,,
468,Carnitine,,,,,,,
469,Carnitine,,,,,,,
470,Carpronium Chloride,,,,,,,
471,Carrageenan,,,,,,,
472,Carvone,,,,,,,
473,Casein,,,,,,,
474,Cellulose,,,,,,,
475,Cellulose Acetate,,,,,,,
476,Cellulose Acetate Propionate,,,,,,,
477,Cellulose Gum,,,,,,,
478,Ceramide 1,,,,,,,
479,Ceramide 1 A,,,,,,,
480,Ceramide 4,,,,,,,
481,Ceramide 5,,,,,,,
482,Ceramide 6 Ii,,,,,,,
483,Ceramide 3,,,,,,,
484,Cerotic Acid,,,,,,,
485,Cetalkonium Chloride,,,,,,,
486,Cetearyl Alcohol,,,,,,,
487,Cetearyl Isononanoate,,,,,,,
488,Cetearyl Stearate,,,,,,,
489,Ceteth-2,,,,,,,
490,Ceteth-3,,,,,,,
491,Ceteth-8 Phosphate,,,,,,,
492,Cetethyl Morpholinium Ethosulfate,,,,,,,
493,Cetethyldimonium Bromide,,,,,,,
494,Cetrimonium Bromide,,,,,,,
495,Cetrimonium Chloride,,,,,,,
496,Cetrimonium Methosulfate,,,,,,,
497,Cetrimonium Saccharinate,,,,,,,
498,Cetrimonium Tosylate,,,,,,,
499,Cetyl Acetate,,,,,,,
500,Cetyl Acetyl Ricinoleate,,,,,,,
501,Cetyl Alcohol,,,,,,,
502,Cetyl Betaine,,,,,,,
503,Cetyl Ethylhexanoate,,,,,,,
504,Cetyl Glyceryl Ether,,,,,,,
505,Cetyl Glycol Isostearate,,,,,,,
506,Cetyl Isononanoate,,,,,,,
507,Cetyl Lactate,,,,,,,
508,Cetyl Laurate,,,,,,,
509,Cetyl Myristate,,,,,,,
510,Cetyl Oleate,,,,,,,
511,Cetyl Palmitate,,,,,,,
512,Cetyl Pca,,,,,,,
513,Cetyl Phosphate,,,,,,,
514,Cetyl Ricinoleate,,,,,,,
515,Cetyl Ricinoleate Benzoate,,,,,,,
516,Cetyl Stearate,,,,,,,
517,Cetylamine Hydrofluoride,,,,,,,
518,Cetylarachidol,,,,,,,
519,Cetylpyridinium Chloride,,,,,,,
520,Chalk,,,,,,,
521,Chamazulene,,,,,,,
522,Chimyl Alcohol,,,,,,,
523,Chimyl Isostearate,,,,,,,
524,Chimyl Stearate,,,,,,,
525,Chitosan,,,,,,,
526,Chloramine-T,,,,,,,
527,Chlorhexidine,,,,,,,
528,Chlorhexidine Diacetate,,,,,,,
529,Chlorhexidine Digluconate,,,,,,,
530,Chlorhexidine Dihydrochloride,,,,,,,
531,4-Chloro-2-Aminophenol,,,,,,,
532,Chloroacetamide,,,,,,,
533,Chlorobutanol,,,,,,,
534,2-Chloro-6-Ethylamino-4-Nitrophenol,,,,,,,
535,2-Chloro-5-Nitro-N-Hydroxyethyl P-Phenylenediamine,,,,,,,
536,Chlorophene,,,,,,,
537,2-Chloro-P-Phenylenediamine,,,,,,,
538,2-Chloro-P-Phenylenediamine Sulfate,,,,,,,
539,4-Chlororesorcinol,,,,,,,
540,Chlorothymol,,,,,,,
541,Chloroxylenol,,,,,,,
542,Chlorphenesin,,,,,,,
543,Cholesterol,,,,,,,
544,Cholesteryl Acetate,,,,,,,
545,Cholesteryl Acetate,,,,,,,
546,Cholesteryl Acetate,,,,,,,
547,Cholesteryl Acetate,,,,,,,
548,Cholesteryl Acetate,,,,,,,
549,Cholesteryl Acetate,,,,,,,
550,Cholesteryl Acetate,,,,,,,
551,Cholesteryl Acetate,,,,,,,
552,Cholesteryl Butyrate,,,,,,,
553,Cholesteryl Chloride,,,,,,,
554,Cholesteryl Dichlorobenzoate,,,,,,,
555,Cholesteryl Hydroxystearate,,,,,,,
556,Cholesteryl Isostearate,,,,,,,
557,Cholesteryl Isostearyl Carbonate,,,,,,,
558,Cholesteryl Nonanoate,,,,,,,
559,Cholesteryl Oleate,,,,,,,
560,Cholesteryl Oleyl Carbonate,,,,,,,
561,Cholesteryl Stearate,,,,,,,
562,Choleth-10,,,,,,,
563,Choleth-20,,,,,,,
564,Choleth-24,,,,,,,
565,Chromium Hydroxide Green,,,,,,,
566,Chromium Oxide Greens,,,,,,,
567,Ci 10006,,,,,,,
568,Ci 10020,,,,,,,
569,Ci 10316,,,,,,,
570,Ci 10316,,,,,,,
571,Ci 11680,,,,,,,
572,Ci 11710,,,,,,,
573,Ci 11725,,,,,,,
574,Ci 11920,,,,,,,
575,Ci 12010,,,,,,,
576,Ci 12085,,,,,,,
577,Ci 12120,,,,,,,
578,Ci 12370,,,,,,,
579,Ci 12420,,,,,,,
580,Ci 12480,,,,,,,
581,Ci 12490,,,,,,,
582,Ci 12700,,,,,,,
583,Ci 13015,,,,,,,
584,Ci 14270,,,,,,,
585,Ci 14700,,,,,,,
586,Ci 14720,,,,,,,
587,Ci 14815,,,,,,,
588,Ci 15510,,,,,,,
589,Ci 15525,,,,,,,
590,Ci 15620,,,,,,,
591,Ci 15630,,,,,,,
592,Ci 15800,,,,,,,
593,Ci 15850,,,,,,,
594,Ci 15865,,,,,,,
595,Ci 15880,,,,,,,
596,Ci 15980,,,,,,,
597,Ci 15985,,,,,,,
598,Ci 16035,,,,,,,
599,Ci 16185,,,,,,,
600,Ci 16230,,,,,,,
601,Ci 16255,,,,,,,
602,Ci 16290,,,,,,,
603,Ci 17200,,,,,,,
604,Ci 18050,,,,,,,
605,Ci 18690,,,,,,,
606,Ci 18736,,,,,,,
607,Ci 18820,,,,,,,
608,Ci 18965,,,,,,,
609,Ci 19140,,,,,,,
610,Ci 20040,,,,,,,
611,Ci 20470,,,,,,,
612,Ci 21100,,,,,,,
613,Ci 21100,,,,,,,
614,Ci 21108,,,,,,,
615,Ci 21230,,,,,,,
616,Ci 24790,,,,,,,
617,Ci 26100,,,,,,,
618,Ci 27755,,,,,,,
619,Ci 28440,,,,,,,
620,Ci 40800,,,,,,,
621,Ci 40820,,,,,,,
622,Ci 40825,,,,,,,
623,Ci 40850,,,,,,,
624,Ci 42051,,,,,,,
625,Ci 42053,,,,,,,
626,Ci 42080,,,,,,,
627,Ci 42090,,,,,,,
628,Ci 42100,,,,,,,
629,Ci 42170,,,,,,,
630,Ci 42510,,,,,,,
631,Ci 42520,,,,,,,
632,Ci 42735,,,,,,,
633,Ci 44045,,,,,,,
634,Ci 44090,,,,,,,
635,Ci 45100,,,,,,,
636,Ci 45190,,,,,,,
637,Ci 45220,,,,,,,
638,Ci 45380,,,,,,,
639,Ci 45396,,,,,,,
640,Ci 45405,,,,,,,
641,Ci 45410,,,,,,,
642,Ci 45425,,,,,,,
643,Ci 45430,,,,,,,
644,Ci 47000,,,,,,,
645,Ci 47005,,,,,,,
646,Ci 50420,,,,,,,
647,Ci 51319,,,,,,,
648,Ci 58000,,,,,,,
649,Ci 59040,,,,,,,
650,Ci 60724,,,,,,,
651,Ci 60725,,,,,,,
652,Ci 60730,,,,,,,
653,Ci 61565,,,,,,,
654,Ci 61570,,,,,,,
655,Ci 61585,,,,,,,
656,Ci 69800,,,,,,,
657,Ci 69825,,,,,,,
658,Ci 73000,,,,,,,
659,Ci 73015,,,,,,,
660,Ci 73360,,,,,,,
661,Ci 73360,,,,,,,
662,Ci 73385,,,,,,,
663,Ci 73900,,,,,,,
664,Ci 73915,,,,,,,
665,Ci 74100,,,,,,,
666,Ci 74160,,,,,,,
667,Ci 74160,,,,,,,
668,Ci 74180,,,,,,,
669,Ci 75100,,,,,,,
670,Ci 75120,,,,,,,
671,Ci 75125,,,,,,,
672,Ci 75130,,,,,,,
673,Ci 75135,,,,,,,
674,Ci 75170,,,,,,,
675,Ci 75300,,,,,,,
676,Ci 75470,,,,,,,
677,Ci 75810,,,,,,,
678,Ci 75810,,,,,,,
679,Ci 77000,,,,,,,
680,Ci 77002,,,,,,,
681,Ci 77007,,,,,,,
682,Ci 77120,,,,,,,
683,Ci 77163,,,,,,,
684,Ci 77220,,,,,,,
685,Ci 77266,,,,,,,
686,Ci 77288,,,,,,,
687,Ci 77289,,,,,,,
688,Ci 77400,,,,,,,
689,Ci 77480,,,,,,,
690,Ci 77489,,,,,,,
691,Ci 77492,,,,,,,
692,Ci 77713,,,,,,,
693,Ci 77745,,,,,,,
694,Ci 77820,,,,,,,
695,Ci 77891,,,,,,,
696,Ci 77947,,,,,,,
697,Ciclopirox Olamine,,,,,,,
698,Cinnamal,,,,,,,
699,Cinnamomum Cassia Oil,,,,,,,
700,Cinnamyl Acetate,,,,,,,
701,Cinnamyl Alcohol,,,,,,,
702,Cinoxate,,,,,,,
703,Citral,,,,,,,
704,Citral,,,,,,,
705,Citral,,,,,,,
706,Citric Acid,,,,,,,
